지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,전운량(10분위),중하층운량(10분위),지면온도(°C),지면온도 QC플래그
108,서울,2022-03-10 16:00,15.3,,,,4.7,,230,,21,,3.6,-6.9,1008.8,,1019,,8,0,19.8,
108,서울,2022-03-10 17:00,14.1,,,,3.2,,200,,25,,4,-5.6,1008.6,,1018.8,,8,0,12.6,
108,서울,2022-03-10 18:00,12.8,,,,2.9,,270,,30,,4.4,-4.3,1008.8,,1019.1,,7,0,8.6,
108,서울,2022-03-10 19:00,11.1,,,,2.4,,270,,43,,5.7,-1,1009.1,,1019.5,,6,0,6,
108,서울,2022-03-10 20:00,10,,,,1,,290,,48,,5.9,-.5,1009.2,,1019.6,,3,0,4.1,
108,서울,2022-03-10 21:00,8.9,,,,1.2,,270,,52,,5.9,-.4,1009.3,,1019.7,,4,0,3.1,
108,서울,2022-03-10 22:00,8.2,,,,1.3,,270,,57,,6.2,.1,1009.1,,1019.6,,4,0,2.3,
108,서울,2022-03-10 23:00,7.6,,,,1.8,,290,,59,,6.1,0,1009,,1019.5,,3,0,1.8,
108,서울,2022-03-11 00:00,7.2,,,,.5,,320,,60,,6.1,0,1009.1,,1019.6,,0,0,1.4,
108,서울,2022-03-11 01:00,6.6,,,,1,,50,,58,,5.7,-1,1008.7,,1019.2,,0,0,1.2,
108,서울,2022-03-11 02:00,6.1,,,,1.7,,20,,59,,5.6,-1.3,1008.7,,1019.3,,0,0,1,
108,서울,2022-03-11 03:00,5.8,,,,1.9,,20,,60,,5.6,-1.3,1008.5,,1019.1,,6,6,1.6,
108,서울,2022-03-11 04:00,5.5,,,,1.8,,20,,62,,5.6,-1.2,1008.6,,1019.2,,8,8,2.1,
108,서울,2022-03-11 05:00,5.9,,,,1.3,,20,,61,,5.7,-1,1008.7,,1019.3,,7,7,2.3,
108,서울,2022-03-11 06:00,5.4,,,,2.2,,70,,62,,5.6,-1.3,1008.5,,1019.1,,6,6,1.6,
108,서울,2022-03-11 07:00,5.1,,,,1.8,,50,,64,,5.6,-1.1,1008.6,,1019.2,,5,5,1.7,
108,서울,2022-03-11 08:00,6,,,,1.3,,70,,61,,5.7,-.9,1008.8,,1019.4,,9,9,4.9,
108,서울,2022-03-11 09:00,7.4,,,,1.4,,70,,58,,6,-.3,1009.3,,1019.8,,9,9,7.3,
108,서울,2022-03-11 10:00,8.9,,,,1.8,,70,,58,,6.6,1,1009.8,,1020.2,,9,9,8.4,
108,서울,2022-03-11 11:00,11.6,,,,1.8,,90,,53,,7.2,2.3,1009.7,,1020.1,,8,2,20.2,
108,서울,2022-03-11 12:00,14.4,,,,1.5,,140,,53,,8.7,4.9,1009,,1019.2,,1,1,26.7,
108,서울,2022-03-11 13:00,16.8,,,,2,,180,,49,,9.3,6,1007.7,,1017.8,,5,0,31.1,
108,서울,2022-03-11 14:00,16.9,,,,2.2,,290,,53,,10.2,7.2,1006.7,,1016.8,,2,0,30.9,
108,서울,2022-03-11 15:00,18,,,,2.8,,270,,49,,10.1,7.1,1005.9,,1015.9,,4,0,29.1,
108,서울,2022-03-11 16:00,18.2,,,,2.9,,270,,45,,9.3,6,1005.7,,1015.7,,4,0,24,
108,서울,2022-03-11 17:00,17.3,,,,2,,250,,49,,9.6,6.4,1005.9,,1016,,6,0,16.5,
108,서울,2022-03-11 18:00,15.8,,,,2.8,,270,,52,,9.3,5.9,1006.2,,1016.4,,7,0,12.2,
108,서울,2022-03-11 19:00,14.3,,,,1.9,,290,,61,,9.9,6.8,1006.6,,1016.8,,5,0,9.3,
108,서울,2022-03-11 20:00,13.1,,,,1.5,,290,,64,,9.6,6.4,1006.9,,1017.1,,6,0,7.8,
108,서울,2022-03-11 21:00,12.6,,,,2.5,,320,,64,,9.3,5.9,1007.3,,1017.6,,9,0,7.5,
108,서울,2022-03-11 22:00,11.7,,,,.8,,340,,64,,8.8,5.1,1007.3,,1017.6,,5,0,6.2,
108,서울,2022-03-11 23:00,10.9,,,,1.6,,250,,67,,8.7,5,1007.3,,1017.7,,3,0,5.2,
108,서울,2022-03-12 00:00,10.1,,,,1.2,,270,,69,,8.5,4.6,1007.5,,1017.9,,0,0,4.4,
108,서울,2022-03-12 01:00,9.2,,,,.9,,340,,72,,8.4,4.4,1007.6,,1018,,0,0,3.7,
108,서울,2022-03-12 02:00,8.6,,,,1.3,,360,,74,,8.2,4.2,1007.3,,1017.7,,0,0,2.9,
108,서울,2022-03-12 03:00,7.8,,,,1.5,,20,,74,,7.8,3.4,1007.3,,1017.8,,0,0,2.5,
108,서울,2022-03-12 04:00,7.3,,,,1.7,,20,,76,,7.7,3.3,1007,,1017.5,,0,0,2.1,
108,서울,2022-03-12 05:00,6.7,,,,1.8,,70,,75,,7.3,2.5,1006.7,,1017.2,,0,0,1.9,
108,서울,2022-03-12 06:00,6.7,,,,1.9,,50,,78,,7.6,3.1,1006.9,,1017.4,,0,0,2.5,
108,서울,2022-03-12 07:00,6.6,,,,3.1,,50,,77,,7.5,2.8,1007.4,,1017.9,,1,0,2.9,
108,서울,2022-03-12 08:00,7.7,,,,2.4,,70,,72,,7.5,2.9,1007.9,,1018.4,,5,5,6.1,
108,서울,2022-03-12 09:00,9.7,,,,2.7,,70,,64,,7.7,3.2,1007.6,,1018,,8,8,9.8,
108,서울,2022-03-12 10:00,11.3,,,,3.1,,50,,60,,8,3.8,1006.9,,1017.2,,9,9,12.9,
108,서울,2022-03-12 11:00,13.5,,,,2.6,,50,,55,,8.5,4.6,1006.7,,1016.9,,8,8,18.6,
108,서울,2022-03-12 12:00,16.1,,,,2.7,,70,,52,,9.5,6.2,1005.3,,1015.4,,0,0,27.7,
108,서울,2022-03-12 13:00,18,,,,1.6,,20,,51,,10.5,7.7,1004.7,,1014.7,,5,5,28.1,
108,서울,2022-03-12 14:00,19.3,,,,4.2,,200,,54,,12,9.7,1003.5,,1013.4,,7,2,28.8,
108,서울,2022-03-12 15:00,19.4,,,,3.2,,200,,52,,11.6,9.2,1002.8,,1012.7,,8,1,24,
108,서울,2022-03-12 16:00,18.8,,,,3.9,,230,,57,,12.3,10,1002.8,,1012.7,,8,1,19,
108,서울,2022-03-12 17:00,17.5,,,,3.2,,230,,67,,13.3,11.2,1002.9,,1012.9,,8,1,16.4,
108,서울,2022-03-12 18:00,16.6,,,,2.6,,200,,72,,13.6,11.5,1002.3,,1012.4,,10,8,14.2,
108,서울,2022-03-12 19:00,15.6,,,,3,,200,,83,,14.7,12.7,1002,,1012.1,,10,8,13.3,
108,서울,2022-03-12 20:00,14.3,,,9,3.8,,250,,90,,14.6,12.6,1002.4,,1012.5,,10,8,12.7,
108,서울,2022-03-12 21:00,13.7,,.2,,4,,180,,92,,14.4,12.4,1001.6,,1011.8,,10,10,12.2,
108,서울,2022-03-12 22:00,14,,,9,4.3,,180,,90,,14.3,12.3,1001.3,,1011.4,,10,8,12.2,
108,서울,2022-03-12 23:00,14.2,,,9,3.6,,200,,79,,12.8,10.6,1000.9,,1011,,10,7,11.7,
108,서울,2022-03-13 00:00,12.7,,2.4,,3.2,,290,,93,,13.6,11.5,1001,,1011.2,,10,8,11.3,
108,서울,2022-03-13 01:00,10.8,,,9,3.5,,320,,96,,12.4,10.1,1001.7,,1012,,10,8,10.2,
108,서울,2022-03-13 02:00,11,,,9,2.7,,180,,98,,12.8,10.6,1001.3,,1011.6,,10,8,10.4,
108,서울,2022-03-13 03:00,11.2,,32.2,,3.2,,160,,100,,13.2,11.1,1000.2,,1010.5,,10,8,10.6,
108,서울,2022-03-13 04:00,12,,,9,3.8,,200,,100,,13.9,11.9,999.5,,1009.7,,10,7,11.1,
108,서울,2022-03-13 05:00,12,,,9,2.7,,250,,98,,13.7,11.6,999.7,,1009.9,,10,7,11.1,
108,서울,2022-03-13 06:00,12.1,,8.8,,2,,250,,99,,13.9,11.9,999.7,,1009.9,,10,10,11.1,
108,서울,2022-03-13 07:00,12.1,,,9,2.8,,230,,99,,13.9,11.9,999.7,,1009.9,,10,10,11.1,
108,서울,2022-03-13 08:00,11.8,,,9,2.2,,230,,98,,13.5,11.4,999.8,,1010,,10,10,11.1,
108,서울,2022-03-13 09:00,11.6,,.8,,2.7,,250,,98,,13.3,11.2,1000,,1010.3,,10,10,11.1,
108,서울,2022-03-13 10:00,11.3,,,9,1.3,,270,,97,,12.9,10.8,999.7,,1010,,10,10,11.5,
108,서울,2022-03-13 11:00,11.4,,,9,1.8,,250,,98,,13.1,11,999.9,,1010.2,,10,10,11.5,
108,서울,2022-03-13 12:00,11.4,,.2,,1.9,,250,,97,,13,10.9,999.9,,1010.2,,10,10,11.8,
108,서울,2022-03-13 13:00,11.6,,,9,1.3,,270,,96,,13,10.9,999.5,,1009.7,,10,10,12.2,
108,서울,2022-03-13 14:00,11.8,,,9,1.4,,250,,96,,13.2,11.1,999.1,,1009.3,,10,10,12.7,
108,서울,2022-03-13 15:00,11.9,,.1,,2.3,,290,,95,,13.2,11.1,999.4,,1009.6,,10,10,12.8,
108,서울,2022-03-13 16:00,12,,,9,.6,,270,,94,,13.1,11,999.1,,1009.3,,10,10,12.8,
108,서울,2022-03-13 17:00,12.2,,,9,2.1,,290,,93,,13.1,11,1000.2,,1010.4,,10,10,12.3,
108,서울,2022-03-13 18:00,12.3,,,9,.8,,250,,92,,13.1,11,1000.5,,1010.7,,10,10,11.9,
108,서울,2022-03-13 19:00,12.3,,,9,1.4,,20,,92,,13.1,11,1001.3,,1011.5,,9,9,11,
108,서울,2022-03-13 20:00,12,,,9,.5,,290,,92,,12.9,10.7,1002.3,,1012.6,,8,8,10.3,
108,서울,2022-03-13 21:00,11.9,,,9,1.3,,20,,92,,12.8,10.6,1002.3,,1012.6,,7,7,9.9,
108,서울,2022-03-13 22:00,11.5,,,9,.1,,0,,92,,12.4,10.2,1003.1,,1013.4,,8,8,9.5,
108,서울,2022-03-13 23:00,11,,,9,.7,,70,,92,,12,9.7,1003.3,,1013.6,,9,9,9.2,
108,서울,2022-03-14 00:00,10.8,,,9,.7,,90,,91,,11.7,9.3,1003,,1013.3,,8,8,9,
108,서울,2022-03-14 01:00,10.6,,,,3.4,,50,,91,,11.6,9.1,1002.6,,1012.9,,8,8,9.2,
108,서울,2022-03-14 02:00,9.8,,,,2.9,,50,,90,,10.9,8.2,1002.9,,1013.3,,8,8,8,
108,서울,2022-03-14 03:00,9.3,,,,2.8,,50,,92,,10.7,8,1003,,1013.4,,2,2,7.3,
108,서울,2022-03-14 04:00,9.3,,,,1.8,,90,,91,,10.6,7.9,1002.9,,1013.3,,8,8,8.1,
108,서울,2022-03-14 05:00,8.7,,,,3.8,,50,,90,,10.1,7.1,1002.4,,1012.8,,8,8,7.3,
108,서울,2022-03-14 06:00,8.3,,,,3.7,,50,,90,,9.8,6.7,1001.8,,1012.2,,6,3,6.8,
108,서울,2022-03-14 07:00,8.7,,,,3.5,,50,,87,,9.7,6.6,1001.5,,1011.9,,9,9,7.7,
108,서울,2022-03-14 08:00,9,,,,3.2,,70,,86,,9.8,6.7,1001.1,,1011.5,,9,9,8.7,
108,서울,2022-03-14 09:00,9.6,,,,2.2,,50,,85,,10.1,7.1,1001.9,,1012.2,,9,9,9.3,
108,서울,2022-03-14 10:00,10.2,,,,2.9,,50,,85,,10.5,7.7,1000.9,,1011.2,,9,9,10.4,
108,서울,2022-03-14 11:00,11.4,,,,2.2,,70,,83,,11.2,8.6,999.1,,1009.4,,9,7,13.5,
108,서울,2022-03-14 12:00,12.9,,,,2.4,,180,,85,,12.6,10.4,999.1,,1009.3,,10,7,13.2,
108,서울,2022-03-14 13:00,10.1,,,9,4.8,,250,,93,,11.5,9,998.9,,1009.2,,10,9,10.2,
108,서울,2022-03-14 14:00,8.4,,,9,3.9,,250,,95,,10.4,7.6,998.8,,1009.2,,10,9,9,
108,서울,2022-03-14 15:00,7.6,,7.9,,3.5,,230,,97,,10.1,7.1,998.9,,1009.3,,10,9,8.7,
108,서울,2022-03-14 16:00,7.5,,,9,4,,250,,98,,10.1,7.1,998.6,,1009,,10,9,8.5,
108,서울,2022-03-14 17:00,7.2,,,9,2.8,,250,,97,,9.8,6.7,999,,1009.4,,10,10,8.3,
108,서울,2022-03-14 18:00,6.9,,.8,,4.3,,230,,98,,9.7,6.6,999.3,,1009.7,,10,10,7.9,
108,서울,2022-03-14 19:00,7,,,9,3,,250,,95,,9.5,6.2,999.9,,1010.3,,10,10,7.7,
108,서울,2022-03-14 20:00,6.8,,,9,3.3,,250,,92,,9,5.5,1000.6,,1011.1,,9,9,7.3,
108,서울,2022-03-14 21:00,6.1,,,9,2.9,,250,,89,,8.4,4.4,1001.1,,1011.6,,2,2,5.6,
108,서울,2022-03-14 22:00,5.9,,,9,3.2,,250,,88,,8.1,4,1002.1,,1012.6,,8,8,6.1,
108,서울,2022-03-14 23:00,5.5,,,9,2.4,,230,,87,,7.8,3.5,1002.4,,1012.9,,5,5,5.5,
108,서울,2022-03-15 00:00,4.9,,,9,3.3,,230,,86,,7.4,2.7,1002.7,,1013.3,,2,2,4.2,
108,서울,2022-03-15 01:00,4.6,,,,3.8,,250,,86,,7.3,2.4,1003.9,,1014.5,,0,0,4.4,
108,서울,2022-03-15 02:00,4.2,,,,2.3,,250,,84,,6.9,1.7,1003.9,,1014.5,,5,0,4.3,
108,서울,2022-03-15 03:00,3.4,,,,.5,,290,,85,,6.6,1.1,1003.4,,1014,,3,3,2.9,
108,서울,2022-03-15 04:00,3.1,,,,1.6,,290,,88,,6.7,1.2,1003.8,,1014.4,,0,0,2.4,
108,서울,2022-03-15 05:00,2.9,,,,2.7,,270,,91,,6.8,1.5,1004.8,,1015.5,,7,7,2.1,
108,서울,2022-03-15 06:00,2.6,,,,.7,,70,,91,,6.7,1.2,1004.6,,1015.3,,4,1,1.9,
108,서울,2022-03-15 07:00,2.4,,,,1.1,,290,,92,,6.7,1.2,1005.2,,1015.9,,3,0,1.8,
108,서울,2022-03-15 08:00,2.5,,,,1,,360,,93,,6.8,1.4,1005.6,,1016.3,,7,7,3.8,
108,서울,2022-03-15 09:00,4.3,,,,1.4,,90,,90,,7.4,2.7,1005.5,,1016.1,,8,8,8.9,
108,서울,2022-03-15 10:00,6.1,,,,2.1,,160,,78,,7.3,2.5,1005.8,,1016.3,,7,7,12.8,
108,서울,2022-03-15 11:00,7.2,,,,1,,180,,74,,7.5,2.8,1005.1,,1015.6,,7,7,16.1,
108,서울,2022-03-15 12:00,9.7,,,,2.1,,160,,65,,7.8,3.4,1004.6,,1015,,5,5,21,
108,서울,2022-03-15 13:00,10.4,,,,2.4,,230,,60,,7.5,2.9,1004.9,,1015.3,,6,6,19.8,
108,서울,2022-03-15 14:00,11.6,,,,2,,270,,55,,7.5,2.8,1004,,1014.3,,0,0,22.4,
108,서울,2022-03-15 15:00,12.1,,,,1.9,,90,,52,,7.3,2.5,1003.1,,1013.4,,0,0,20.5,
108,서울,2022-03-15 16:00,13.1,,,,2,,230,,48,,7.2,2.3,1002.6,,1012.8,,7,0,17.4,
108,서울,2022-03-15 17:00,12.6,,,,2.6,,200,,48,,7,1.8,1001.4,,1011.6,,4,0,13.6,
108,서울,2022-03-15 18:00,12.1,,,,2.2,,250,,51,,7.2,2.2,1001.6,,1011.8,,8,0,11,
108,서울,2022-03-15 19:00,10.9,,,,2.3,,250,,58,,7.5,2.9,1001.8,,1012.1,,7,0,9,
108,서울,2022-03-15 20:00,9.5,,,,2.1,,230,,65,,7.7,3.2,1001.7,,1012,,0,0,7.5,
108,서울,2022-03-15 21:00,8.1,,,,3.4,,250,,71,,7.6,3.1,1003,,1013.4,,2,2,6.7,
108,서울,2022-03-15 22:00,6.9,,,,2.3,,230,,73,,7.2,2.3,1003.9,,1014.4,,3,0,5.7,
108,서울,2022-03-15 23:00,6.1,,,,.9,,200,,74,,7,1.8,1004.2,,1014.7,,0,0,4.9,
108,서울,2022-03-16 00:00,5.4,,,,.4,,0,,76,,6.8,1.5,1004.1,,1014.7,,0,0,4.3,
108,서울,2022-03-16 01:00,5.1,,,,.4,,0,,76,,6.7,1.2,1003.7,,1014.3,,0,0,4,
108,서울,2022-03-16 02:00,4.8,,,,.1,,0,,76,,6.5,.9,1003.9,,1014.5,,0,0,3.5,
108,서울,2022-03-16 03:00,4.7,,,,1.6,,20,,79,,6.7,1.3,1003.7,,1014.3,,0,0,3.3,
108,서울,2022-03-16 04:00,4.4,,,,1.3,,20,,82,,6.8,1.5,1003.7,,1014.3,,0,0,3,
108,서울,2022-03-16 05:00,4.2,,,,1.9,,270,,81,,6.7,1.2,1004.4,,1015,,0,0,2.9,
108,서울,2022-03-16 06:00,4,,,,1.4,,250,,75,,6.1,0,1004.7,,1015.3,,0,0,2.7,
108,서울,2022-03-16 07:00,3.7,,,,.8,,20,,79,,6.2,.3,1005.1,,1015.7,,3,0,2.6,
108,서울,2022-03-16 08:00,4.3,,,,1.2,,50,,81,,6.7,1.3,1006.1,,1016.7,,6,0,4.5,
108,서울,2022-03-16 09:00,6.2,,,,1.4,,20,,77,,7.3,2.4,1006.6,,1017.1,,8,0,8.6,
108,서울,2022-03-16 10:00,8.2,,,,1.4,,180,,65,,7.1,2,1007.1,,1017.6,,7,0,12.8,
108,서울,2022-03-16 11:00,11.1,,,,1.2,,140,,62,,8.1,4,1006.2,,1016.5,,1,0,18.5,
108,서울,2022-03-16 12:00,13.5,,,,2,,200,,51,,7.8,3.5,1006.2,,1016.4,,0,0,22.2,
108,서울,2022-03-16 13:00,14.1,,,,3.2,,290,,43,,6.9,1.6,1006,,1016.2,,0,0,23.4,
108,서울,2022-03-16 14:00,15.5,,,,3,,250,,45,,7.9,3.6,1005.2,,1015.4,,0,0,23.3,
108,서울,2022-03-16 15:00,16.5,,,,3.3,,250,,40,,7.5,2.8,1005,,1015.1,,0,0,22.1,
108,서울,2022-03-16 16:00,16.3,,,,3.2,,290,,39,,7.2,2.3,1005.5,,1015.6,,3,0,18.6,
108,서울,2022-03-16 17:00,15.6,,,,3.1,,290,,44,,7.7,3.3,1006,,1016.2,,7,0,14.6,
108,서울,2022-03-16 18:00,14.6,,,,2.2,,290,,49,,8.1,3.9,1006.5,,1016.7,,4,0,12,
108,서울,2022-03-16 19:00,13.7,,,,3.5,,320,,54,,8.4,4.5,1006.8,,1017,,9,0,10.1,
108,서울,2022-03-16 20:00,13,,,,3.3,,320,,59,,8.8,5.1,1007.5,,1017.8,,9,0,9.5,
108,서울,2022-03-16 21:00,12.4,,,,3.3,,290,,64,,9.2,5.7,1008.1,,1018.4,,9,0,9.1,
108,서울,2022-03-16 22:00,12,,,,3.1,,290,,67,,9.3,6,1009.1,,1019.4,,10,0,8.9,
108,서울,2022-03-16 23:00,11.4,,,,3.6,,290,,67,,9,5.4,1009.1,,1019.5,,10,0,8.6,
108,서울,2022-03-17 00:00,10.7,,,,2.7,,270,,66,,8.4,4.5,1009.1,,1019.5,,9,0,8.2,
108,서울,2022-03-17 01:00,10,,,,2.5,,320,,70,,8.5,4.7,1009.1,,1019.5,,10,0,7.8,
108,서울,2022-03-17 02:00,9.4,,,,2.7,,290,,71,,8.3,4.3,1009.8,,1020.2,,9,0,7.4,
108,서울,2022-03-17 03:00,8.9,,,,1.2,,270,,71,,8.1,3.9,1009.7,,1020.1,,10,10,7.1,
108,서울,2022-03-17 04:00,8.6,,,,2.5,,250,,68,,7.6,3,1009.8,,1020.3,,10,10,7.1,
108,서울,2022-03-17 05:00,8.4,,,,.2,,0,,67,,7.4,2.6,1009.6,,1020.1,,10,10,7,
108,서울,2022-03-17 06:00,8.2,,,,2,,50,,68,,7.4,2.6,1009.9,,1020.4,,10,10,7,
108,서울,2022-03-17 07:00,7.9,,,,1.8,,50,,69,,7.3,2.5,1009.7,,1020.2,,10,10,6.9,
108,서울,2022-03-17 08:00,8.1,,,,1.2,,70,,69,,7.4,2.7,1010,,1020.5,,10,10,7.7,
108,서울,2022-03-17 09:00,8.8,,,,2.2,,70,,67,,7.5,2.9,1010.4,,1020.9,,10,10,8.9,
108,서울,2022-03-17 10:00,9.9,,,,2.9,,50,,64,,7.7,3.3,1010.4,,1020.8,,10,8,11,
108,서울,2022-03-17 11:00,11.5,,,,3.8,,50,,59,,8,3.7,1010.3,,1020.7,,10,4,15.4,
108,서울,2022-03-17 12:00,13.7,,,,3,,50,,53,,8.2,4.2,1009.7,,1019.9,,10,2,20.2,
108,서울,2022-03-17 13:00,14.7,,,,2,,70,,48,,8,3.7,1008.9,,1019.1,,10,7,17.3,
108,서울,2022-03-17 14:00,14.8,,,,2.9,,70,,47,,7.8,3.5,1007.9,,1018.1,,10,10,16.7,
108,서울,2022-03-17 15:00,14.7,,,,1.2,,110,,47,,7.8,3.4,1007.1,,1017.3,,10,10,14.1,
108,서울,2022-03-17 16:00,14.7,,,,1.9,,90,,47,,7.8,3.4,1007,,1017.2,,10,10,14.1,
108,서울,2022-03-17 17:00,14.4,,,,2.9,,110,,49,,8,3.8,1006.6,,1016.8,,10,2,12.8,
108,서울,2022-03-17 18:00,14,,,,2,,140,,53,,8.4,4.5,1006.5,,1016.7,,10,5,11.3,
108,서울,2022-03-17 19:00,13.1,,,9,2.7,,90,,67,,10.1,7.1,1007,,1017.2,,10,8,10.4,
108,서울,2022-03-17 20:00,10.5,,,9,4.1,,50,,70,,8.8,5.2,1007.3,,1017.7,,10,8,9.5,
108,서울,2022-03-17 21:00,9.5,,1.2,,4.3,,70,,68,,8.1,3.9,1007.1,,1017.5,,10,7,8.5,
108,서울,2022-03-17 22:00,8.8,,,9,4.8,,70,,68,,7.7,3.2,1007.4,,1017.8,,10,7,7.9,
108,서울,2022-03-17 23:00,7.9,,,9,4.8,,50,,69,,7.3,2.5,1007.5,,1018,,10,8,7.4,
108,서울,2022-03-18 00:00,7.8,,0,,4.9,,70,,69,,7.3,2.4,1007.2,,1017.7,,10,7,7.2,
108,서울,2022-03-18 01:00,7.2,,,9,5.9,,50,,72,,7.3,2.4,1006.3,,1016.8,,10,7,6.8,
108,서울,2022-03-18 02:00,7.1,,,9,5.4,,70,,72,,7.2,2.3,1005.6,,1016.1,,10,7,6.6,
108,서울,2022-03-18 03:00,7.1,,0,,4.6,,50,,70,,7,1.9,1004.8,,1015.3,,9,9,6.5,
108,서울,2022-03-18 04:00,7.1,,,9,4.5,,50,,68,,6.8,1.5,1004,,1014.5,,10,7,6.3,
108,서울,2022-03-18 05:00,7.2,,,9,5,,70,,65,,6.6,1,1003.3,,1013.8,,10,7,6.2,
108,서울,2022-03-18 06:00,7.2,,0,,5,,50,,66,,6.7,1.2,1002.6,,1013.1,,9,9,6.1,
108,서울,2022-03-18 07:00,6.8,,,9,6.5,,50,,69,,6.8,1.4,1002.4,,1012.9,,10,6,5.9,
108,서울,2022-03-18 08:00,6.8,,,9,4.3,,50,,68,,6.7,1.2,1003.1,,1013.6,,9,4,6.3,
108,서울,2022-03-18 09:00,7.3,,,9,4.4,,70,,65,,6.6,1.1,1002.9,,1013.4,,10,7,7.4,
108,서울,2022-03-18 10:00,8.4,,,9,4.7,,70,,59,,6.5,.8,1002.5,,1012.9,,10,7,9.9,
108,서울,2022-03-18 11:00,8.8,,,9,3.8,,70,,57,,6.4,.7,1002,,1012.4,,10,6,10.1,
108,서울,2022-03-18 12:00,9.3,,,9,4.3,,50,,55,,6.4,.7,1001.1,,1011.4,,10,7,11.5,
108,서울,2022-03-18 13:00,9.4,,,9,4.5,,50,,56,,6.6,1,1001.1,,1011.4,,10,4,10.7,
108,서울,2022-03-18 14:00,9.3,,,9,2.7,,70,,56,,6.5,.9,1000.2,,1010.5,,10,7,10.2,
108,서울,2022-03-18 15:00,9.3,,0,,5.3,,70,,54,,6.3,.4,998.9,,1009.2,,10,7,10,
108,서울,2022-03-18 16:00,9,,,9,4,,70,,52,,6,-.3,998.9,,1009.2,,10,5,9.7,
108,서울,2022-03-18 17:00,8.7,,,9,4.3,,50,,53,,6,-.3,998.9,,1009.2,,10,8,9.2,
108,서울,2022-03-18 18:00,8,,,9,3.8,,70,,55,,5.9,-.5,999.1,,1009.5,,9,9,7.8,
108,서울,2022-03-18 19:00,7.1,,,9,4.7,,50,,56,,5.6,-1.1,998.3,,1008.7,,9,9,6.1,
108,서울,2022-03-18 20:00,6.6,,,9,3.4,,70,,58,,5.7,-1,999.2,,1009.6,,8,8,5.9,
108,서울,2022-03-18 21:00,6,,,9,5.2,,50,,59,,5.5,-1.4,998.7,,1009.2,,7,3,4.7,
108,서울,2022-03-18 22:00,5.8,,,9,3.8,,50,,62,,5.7,-.9,998.9,,1009.4,,9,9,4.8,
108,서울,2022-03-18 23:00,5.7,,,9,4.3,,50,,61,,5.6,-1.2,998.6,,1009.1,,9,9,5,
108,서울,2022-03-19 00:00,5.5,,,9,4.7,,50,,62,,5.6,-1.2,998,,1008.5,,9,9,4.8,
108,서울,2022-03-19 01:00,5.3,,,,4.5,,50,,64,,5.7,-.9,996.8,,1007.3,,9,9,4.5,
108,서울,2022-03-19 02:00,5.2,,,,3.3,,70,,64,,5.7,-1,996.6,,1007.1,,10,8,4.6,
108,서울,2022-03-19 03:00,4.5,,.2,,3,,50,,77,,6.5,.8,996.6,,1007.1,,10,8,4.7,
108,서울,2022-03-19 04:00,3.1,,,9,3.8,,50,,89,,6.8,1.4,995.8,,1006.3,,10,8,4.1,
108,서울,2022-03-19 05:00,2.4,,,9,3.1,,70,,93,,6.7,1.3,995.1,,1005.7,,10,8,3.4,
108,서울,2022-03-19 06:00,1.4,,5.3,,3.4,,50,,95,,6.4,.6,994.7,,1005.3,,10,8,1.2,
108,서울,2022-03-19 07:00,1.1,,,9,4,,50,,97,,6.4,.6,994.5,,1005.1,,10,8,1.5,
108,서울,2022-03-19 08:00,1.1,,,9,4.2,,50,,98,,6.5,.8,994.5,,1005.1,,10,8,1.8,
108,서울,2022-03-19 09:00,1.1,,4.5,,3.9,,50,,98,,6.5,.8,994.9,,1005.5,,10,8,1.2,
108,서울,2022-03-19 10:00,1.2,,,9,2.9,,50,,98,,6.5,.9,995.4,,1006,,10,8,1.5,
108,서울,2022-03-19 11:00,1.5,,,9,2.9,,50,,98,,6.7,1.2,996.1,,1006.7,,10,8,2.7,
108,서울,2022-03-19 12:00,2,,4.6,,2.7,,50,,97,,6.8,1.5,997,,1007.6,,10,8,4.4,
108,서울,2022-03-19 13:00,3.3,,,9,3.5,,50,,96,,7.4,2.7,997,,1007.5,,10,8,6.9,
108,서울,2022-03-19 14:00,4.8,,,9,3.8,,70,,89,,7.6,3.1,997.6,,1008.1,,9,9,10.6,
108,서울,2022-03-19 15:00,5.2,,0,,2.6,,50,,82,,7.2,2.3,998.6,,1009.1,,9,9,8.4,
108,서울,2022-03-19 16:00,6,,,9,2,,90,,77,,7.2,2.2,999.6,,1010.1,,9,9,9.5,
108,서울,2022-03-19 17:00,6,,,9,2.7,,70,,78,,7.3,2.4,1000.3,,1010.8,,9,9,8.2,
108,서울,2022-03-19 18:00,6,,,9,1.5,,50,,74,,6.9,1.7,1001.3,,1011.8,,9,9,7.1,
108,서울,2022-03-19 19:00,5.6,,,9,1.7,,340,,78,,7.1,2,1002.3,,1012.8,,8,8,6,
108,서울,2022-03-19 20:00,5.3,,,9,1.1,,50,,77,,6.8,1.5,1002.2,,1012.7,,9,9,5.2,
108,서울,2022-03-19 21:00,4.5,,,9,3.1,,20,,74,,6.2,.2,1003,,1013.6,,7,7,4,
108,서울,2022-03-19 22:00,3.6,,,9,1.7,,50,,74,,5.8,-.6,1003.3,,1013.9,,7,7,2.7,
